micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G05-R-LAW-01-A1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,情境應用,辨認共同因數並運用乘法分配律簡算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-R-LAW-01-V1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,表徵轉換,辨認共同因數並運用乘法分配律簡算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-R-LAW-01-T1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,變形進階,辨認共同因數並運用乘法分配律簡算；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-R-LAW-01-X1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,跨單元整合,辨認共同因數並運用乘法分配律簡算；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-C1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,概念辨識,以□、x等符號表示未知量或公式中的量；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-P1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,標準程序,以□、x等符號表示未知量或公式中的量；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-R1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,逆向求未知,以□、x等符號表示未知量或公式中的量；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-A1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,情境應用,以□、x等符號表示未知量或公式中的量；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-V1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,表徵轉換,以□、x等符號表示未知量或公式中的量；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-T1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,變形進階,以□、x等符號表示未知量或公式中的量；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-R-SYMBOL-01-X1,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,跨單元整合,以□、x等符號表示未知量或公式中的量；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-D-LINE-01-C1,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,概念辨識,判讀趨勢、最大最小與變化量；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-D-LINE-01-P1,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,標準程序,判讀趨勢、最大最小與變化量；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-D-LINE-01-R1,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,逆向求未知,判讀趨勢、最大最小與變化量；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-D-LINE-01-A1,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,情境應用,判讀趨勢、最大最小與變化量；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-D-LINE-01-V1,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,表徵轉換,判讀趨勢、最大最小與變化量；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-D-LINE-02-C1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,概念辨識,選擇合理尺度、標題、座標與連線呈現資料；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-D-LINE-02-P1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,標準程序,選擇合理尺度、標題、座標與連線呈現資料；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-D-LINE-02-R1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,逆向求未知,選擇合理尺度、標題、座標與連線呈現資料；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-D-LINE-02-A1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,情境應用,選擇合理尺度、標題、座標與連線呈現資料；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-D-LINE-02-V1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,表徵轉換,選擇合理尺度、標題、座標與連線呈現資料；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-D-LINE-02-T1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,變形進階,選擇合理尺度、標題、座標與連線呈現資料；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-D-LINE-02-X1,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,跨單元整合,選擇合理尺度、標題、座標與連線呈現資料；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
